,开奖日期,期号,中奖号码
734,2018-05-27,2018140,1 3  3
735,2018-05-26,2018139,4 4  7
736,2018-05-25,2018138,0 6  8
737,2018-05-24,2018137,5 3  7
738,2018-05-23,2018136,6 4  3
739,2018-05-22,2018135,6 9  8
740,2018-05-21,2018134,6 1  7
741,2018-05-20,2018133,6 9  1
742,2018-05-19,2018132,9 6  6
743,2018-05-18,2018131,2 9  7
744,2018-05-17,2018130,2 4  5
745,2018-05-16,2018129,3 5  6
746,2018-05-15,2018128,0 3  3
747,2018-05-14,2018127,0 2  0
748,2018-05-13,2018126,3 6  1
749,2018-05-12,2018125,8 3  2
750,2018-05-11,2018124,6 8  9
751,2018-05-10,2018123,9 0  6
752,2018-05-09,2018122,1 8  1
753,2018-05-08,2018121,7 6  1
754,2018-05-07,2018120,4 9  8
755,2018-05-06,2018119,9 7  8
756,2018-05-05,2018118,9 3  0
757,2018-05-04,2018117,0 4  3
758,2018-05-03,2018116,0 0  3
759,2018-05-02,2018115,9 9  9
760,2018-05-01,2018114,4 4  1
761,2018-04-30,2018113,6 1  5
762,2018-04-29,2018112,9 5  5
763,2018-04-28,2018111,7 2  0
764,2018-04-27,2018110,9 4  0
765,2018-04-26,2018109,2 1  8
766,2018-04-25,2018108,6 9  2
767,2018-04-24,2018107,6 6  3
768,2018-04-23,2018106,3 3  6
769,2018-04-22,2018105,8 4  7
770,2018-04-21,2018104,7 1  7
771,2018-04-20,2018103,2 2  2
772,2018-04-19,2018102,5 7  3
773,2018-04-18,2018101,3 4  5
774,2018-04-17,2018100,2 7  0
775,2018-04-16,2018099,9 1  9
776,2018-04-15,2018098,6 6  5
777,2018-04-14,2018097,0 3  8
778,2018-04-13,2018096,2 4  3
779,2018-04-12,2018095,2 4  1
780,2018-04-11,2018094,1 3  6
781,2018-04-10,2018093,2 0  9
782,2018-04-09,2018092,2 3  1
783,2018-04-08,2018091,1 0  2
784,2018-04-07,2018090,6 7  1
785,2018-04-06,2018089,6 6  8
786,2018-04-05,2018088,0 9  9
787,2018-04-04,2018087,5 1  3
788,2018-04-03,2018086,1 8  6
789,2018-04-02,2018085,9 0  3
790,2018-04-01,2018084,5 1  9
791,2018-03-31,2018083,2 6  6
792,2018-03-30,2018082,5 4  9
793,2018-03-29,2018081,7 5  8
794,2018-03-28,2018080,8 7  9
795,2018-03-27,2018079,3 6  9
796,2018-03-26,2018078,6 1  6
797,2018-03-25,2018077,2 4  6
798,2018-03-24,2018076,7 8  5
799,2018-03-23,2018075,8 6  1
800,2018-03-22,2018074,8 1  5
801,2018-03-21,2018073,2 7  5
802,2018-03-20,2018072,4 7  3
803,2018-03-19,2018071,7 7  9
804,2018-03-18,2018070,5 6  7
805,2018-03-17,2018069,1 1  9
806,2018-03-16,2018068,4 4  8
807,2018-03-15,2018067,8 5  8
808,2018-03-14,2018066,0 9  5
809,2018-03-13,2018065,8 4  8
810,2018-03-12,2018064,3 3  9
811,2018-03-11,2018063,6 1  3
812,2018-03-10,2018062,7 9  2
813,2018-03-09,2018061,5 2  5
814,2018-03-08,2018060,7 6  7
815,2018-03-07,2018059,9 4  7
816,2018-03-06,2018058,7 2  3
817,2018-03-05,2018057,9 7  7
818,2018-03-04,2018056,9 0  8
819,2018-03-03,2018055,1 6  0
820,2018-03-02,2018054,3 2  5
821,2018-03-01,2018053,1 5  4
822,2018-02-28,2018052,3 6  9
823,2018-02-27,2018051,6 2  0
824,2018-02-26,2018050,8 7  5
825,2018-02-25,2018049,5 4  1
826,2018-02-24,2018048,6 9  3
827,2018-02-23,2018047,5 5  8
828,2018-02-22,2018046,3 4  7
829,2018-02-14,2018045,2 0  3
830,2018-02-13,2018044,9 0  2
831,2018-02-12,2018043,5 2  7
832,2018-02-11,2018042,1 3  1
833,2018-02-10,2018041,6 5  1
834,2018-02-09,2018040,6 8  4
835,2018-02-08,2018039,7 0  6
836,2018-02-07,2018038,8 5  9
837,2018-02-06,2018037,6 9  5
838,2018-02-05,2018036,3 6  5
839,2018-02-04,2018035,8 5  6
840,2018-02-03,2018034,6 7  6
841,2018-02-02,2018033,7 6  7
842,2018-02-01,2018032,7 1  2
843,2018-01-31,2018031,3 2  8
844,2018-01-30,2018030,6 8  2
845,2018-01-29,2018029,3 1  3
846,2018-01-28,2018028,8 2  8
847,2018-01-27,2018027,9 7  3
848,2018-01-26,2018026,9 3  2
849,2018-01-25,2018025,6 4  7
850,2018-01-24,2018024,6 6  4
851,2018-01-23,2018023,1 0  2
852,2018-01-22,2018022,9 9  2
853,2018-01-21,2018021,2 7  2
854,2018-01-20,2018020,7 4  9
855,2018-01-19,2018019,1 7  9
856,2018-01-18,2018018,8 1  0
857,2018-01-17,2018017,6 5  9
858,2018-01-16,2018016,4 0  1
859,2018-01-15,2018015,8 7  5
860,2018-01-14,2018014,0 8  4
861,2018-01-13,2018013,7 4  6
862,2018-01-12,2018012,8 9  1
863,2018-01-11,2018011,0 7  8
864,2018-01-10,2018010,8 5  8
865,2018-01-09,2018009,8 1  3
866,2018-01-08,2018008,5 8  3
867,2018-01-07,2018007,0 2  1
868,2018-01-06,2018006,7 2  0
869,2018-01-05,2018005,8 2  8
870,2018-01-04,2018004,3 9  3
871,2018-01-03,2018003,7 3  6
872,2018-01-02,2018002,9 2  8
873,2018-01-01,2018001,3 2  6
874,2017-12-31,2017358,6 1  2
875,2017-12-30,2017357,6 6  5
876,2017-12-29,2017356,6 4  7
877,2017-12-28,2017355,0 3  1
878,2017-12-27,2017354,2 9  4
879,2017-12-26,2017353,0 9  4
880,2017-12-25,2017352,8 5  5
881,2017-12-24,2017351,1 0  9
882,2017-12-23,2017350,7 2  6
883,2017-12-22,2017349,5 3  7
884,2017-12-21,2017348,3 1  1
885,2017-12-20,2017347,6 6  6
886,2017-12-19,2017346,8 6  1
887,2017-12-18,2017345,1 7  3
888,2017-12-17,2017344,6 9  8
889,2017-12-16,2017343,8 6  1
890,2017-12-15,2017342,9 6  0
891,2017-12-14,2017341,1 6  2
892,2017-12-13,2017340,7 1  4
893,2017-12-12,2017339,8 5  3
894,2017-12-11,2017338,9 0  1
895,2017-12-10,2017337,4 4  4
896,2017-12-09,2017336,7 7  5
897,2017-12-08,2017335,7 0  5
898,2017-12-07,2017334,9 0  5
899,2017-12-06,2017333,4 4  2
900,2017-12-05,2017332,8 0  4
901,2017-12-04,2017331,7 8  2
902,2017-12-03,2017330,4 3  0
903,2017-12-02,2017329,9 1  3
904,2017-12-01,2017328,0 3  0
905,2017-11-30,2017327,3 5  1
906,2017-11-29,2017326,4 9  0
907,2017-11-28,2017325,4 0  6
908,2017-11-27,2017324,6 3  7
909,2017-11-26,2017323,2 8  0
910,2017-11-25,2017322,4 1  9
911,2017-11-24,2017321,1 8  8
912,2017-11-23,2017320,5 4  3
913,2017-11-22,2017319,1 0  5
914,2017-11-21,2017318,8 5  6
915,2017-11-20,2017317,7 7  1
916,2017-11-19,2017316,7 2  3
917,2017-11-18,2017315,7 9  1
918,2017-11-17,2017314,3 0  0
919,2017-11-16,2017313,2 3  2
920,2017-11-15,2017312,1 1  4
921,2017-11-14,2017311,9 7  9
922,2017-11-13,2017310,1 3  6
923,2017-11-12,2017309,8 7  9
924,2017-11-11,2017308,7 1  0
925,2017-11-10,2017307,5 1  7
926,2017-11-09,2017306,8 1  7
927,2017-11-08,2017305,4 2  0
928,2017-11-07,2017304,1 0  9
929,2017-11-06,2017303,4 9  7
930,2017-11-05,2017302,2 4  1
931,2017-11-04,2017301,3 9  1
932,2017-11-03,2017300,0 5  0
933,2017-11-02,2017299,9 2  1
934,2017-11-01,2017298,2 1  8
935,2017-10-31,2017297,4 6  2
936,2017-10-30,2017296,9 5  9
937,2017-10-29,2017295,7 2  3
938,2017-10-28,2017294,7 5  7
939,2017-10-27,2017293,6 6  9
940,2017-10-26,2017292,7 1  5
941,2017-10-25,2017291,7 6  5
942,2017-10-24,2017290,2 8  5
943,2017-10-23,2017289,2 3  6
944,2017-10-22,2017288,3 0  0
945,2017-10-21,2017287,2 8  5
946,2017-10-20,2017286,5 1  2
947,2017-10-19,2017285,4 3  4
948,2017-10-18,2017284,1 3  1
949,2017-10-17,2017283,3 5  5
950,2017-10-16,2017282,5 6  8
951,2017-10-15,2017281,6 0  9
952,2017-10-14,2017280,6 5  8
953,2017-10-13,2017279,4 5  3
954,2017-10-12,2017278,9 0  2
955,2017-10-11,2017277,5 5  7
956,2017-10-10,2017276,8 8  7
957,2017-10-09,2017275,8 9  8
958,2017-10-08,2017274,9 4  4
959,2017-10-07,2017273,2 6  7
960,2017-10-06,2017272,9 3  4
961,2017-10-05,2017271,4 2  8
962,2017-10-04,2017270,1 3  5
963,2017-10-03,2017269,9 3  8
964,2017-10-02,2017268,5 7  8
965,2017-10-01,2017267,7 7  0
966,2017-09-30,2017266,2 0  3
967,2017-09-29,2017265,3 7  2
968,2017-09-28,2017264,9 3  3
969,2017-09-27,2017263,6 7  2
970,2017-09-26,2017262,9 1  2
971,2017-09-25,2017261,6 8  6
972,2017-09-24,2017260,0 9  5
973,2017-09-23,2017259,4 8  1
974,2017-09-22,2017258,3 6  1
975,2017-09-21,2017257,2 3  4
976,2017-09-20,2017256,3 6  2
977,2017-09-19,2017255,5 2  1
978,2017-09-18,2017254,6 3  9
979,2017-09-17,2017253,3 2  6
980,2017-09-16,2017252,3 8  7
981,2017-09-15,2017251,9 5  1
982,2017-09-14,2017250,1 4  2
983,2017-09-13,2017249,3 0  2
984,2017-09-12,2017248,8 5  6
985,2017-09-11,2017247,3 7  0
986,2017-09-10,2017246,7 7  8
987,2017-09-09,2017245,2 8  4
988,2017-09-08,2017244,0 4  8
989,2017-09-07,2017243,7 5  1
990,2017-09-06,2017242,2 3  7
991,2017-09-05,2017241,6 6  4
992,2017-09-04,2017240,5 9  1
993,2017-09-03,2017239,3 8  9
994,2017-09-02,2017238,5 1  7
995,2017-09-01,2017237,1 3  5
996,2017-08-31,2017236,9 3  7
997,2017-08-30,2017235,3 6  2
998,2017-08-29,2017234,8 9  5
999,2017-08-28,2017233,9 5  2
1000,2017-08-27,2017232,0 9  1
1001,2017-08-26,2017231,7 4  8
1002,2017-08-25,2017230,5 9  8
1003,2017-08-24,2017229,7 0  7
1004,2017-08-23,2017228,5 3  5
1005,2017-08-22,2017227,8 8  5
1006,2017-08-21,2017226,9 0  3
1007,2017-08-20,2017225,8 0  1
1008,2017-08-19,2017224,2 6  5
1009,2017-08-18,2017223,7 7  8
1010,2017-08-17,2017222,7 3  1
1011,2017-08-16,2017221,8 5  7
1012,2017-08-15,2017220,2 8  7
1013,2017-08-14,2017219,5 1  3
1014,2017-08-13,2017218,9 1  1
1015,2017-08-12,2017217,8 1  2
1016,2017-08-11,2017216,0 6  3
1017,2017-08-10,2017215,3 6  9
1018,2017-08-09,2017214,3 1  3
1019,2017-08-08,2017213,9 8  6
1020,2017-08-07,2017212,7 1  6
1021,2017-08-06,2017211,1 2  4
1022,2017-08-05,2017210,2 5  6
1023,2017-08-04,2017209,3 5  4
1024,2017-08-03,2017208,8 2  2
1025,2017-08-02,2017207,3 3  1
1026,2017-08-01,2017206,3 4  4
1027,2017-07-31,2017205,7 7  0
1028,2017-07-30,2017204,0 5  3
1029,2017-07-29,2017203,0 7  0
1030,2017-07-28,2017202,9 9  6
1031,2017-07-27,2017201,3 5  8
1032,2017-07-26,2017200,8 2  7
1033,2017-07-25,2017199,3 6  7
1034,2017-07-24,2017198,7 0  3
1035,2017-07-23,2017197,6 8  1
1036,2017-07-22,2017196,1 7  4
1037,2017-07-21,2017195,6 8  6
1038,2017-07-20,2017194,4 6  6
1039,2017-07-19,2017193,3 5  2
1040,2017-07-18,2017192,4 0  6
1041,2017-07-17,2017191,5 6  7
1042,2017-07-16,2017190,8 8  3
1043,2017-07-15,2017189,5 6  2
1044,2017-07-14,2017188,7 4  1
1045,2017-07-13,2017187,6 1  3
1046,2017-07-12,2017186,0 3  3
1047,2017-07-11,2017185,2 2  8
1048,2017-07-10,2017184,8 9  9
1049,2017-07-09,2017183,9 9  4
1050,2017-07-08,2017182,1 4  8
1051,2017-07-07,2017181,5 6  9
1052,2017-07-06,2017180,3 6  4
1053,2017-07-05,2017179,1 5  9
1054,2017-07-04,2017178,7 4  4
1055,2017-07-03,2017177,9 7  5
1056,2017-07-02,2017176,2 7  6
1057,2017-07-01,2017175,0 0  1
1058,2017-06-30,2017174,4 1  4
1059,2017-06-29,2017173,6 9  4
1060,2017-06-28,2017172,5 5  8
1061,2017-06-27,2017171,3 4  6
1062,2017-06-26,2017170,8 8  1
1063,2017-06-25,2017169,8 5  4
1064,2017-06-24,2017168,1 3  6
1065,2017-06-23,2017167,4 7  1
1066,2017-06-22,2017166,4 9  6
1067,2017-06-21,2017165,3 3  3
1068,2017-06-20,2017164,3 1  2
1069,2017-06-19,2017163,0 0  8
1070,2017-06-18,2017162,3 9  8
1071,2017-06-17,2017161,7 9  7
1072,2017-06-16,2017160,2 1  0
1073,2017-06-15,2017159,8 7  2
1074,2017-06-14,2017158,2 8  5
1075,2017-06-13,2017157,1 7  3
1076,2017-06-12,2017156,2 4  8
1077,2017-06-11,2017155,9 3  5
1078,2017-06-10,2017154,3 6  3
1079,2017-06-09,2017153,6 0  8
1080,2017-06-08,2017152,7 0  7
1081,2017-06-07,2017151,0 7  6
1082,2017-06-06,2017150,1 1  3
1083,2017-06-05,2017149,7 3  9
1084,2017-06-04,2017148,7 3  9
1085,2017-06-03,2017147,2 9  9
1086,2017-06-02,2017146,5 4  9
1087,2017-06-01,2017145,9 4  5
1088,2017-05-31,2017144,5 8  5
1089,2017-05-30,2017143,6 9  8
1090,2017-05-29,2017142,8 7  7
1091,2017-05-28,2017141,1 1  5
1092,2017-05-27,2017140,6 1  4
1093,2017-05-26,2017139,6 9  5
1094,2017-05-25,2017138,1 8  1
1095,2017-05-24,2017137,1 1  9
1096,2017-05-23,2017136,8 8  8
1097,2017-05-22,2017135,0 7  7
1098,2017-05-21,2017134,3 5  9
1099,2017-05-20,2017133,9 2  0
1100,2017-05-19,2017132,5 5  6
1101,2017-05-18,2017131,4 8  2
1102,2017-05-17,2017130,6 7  6
1103,2017-05-16,2017129,5 6  6
1104,2017-05-15,2017128,0 5  5
1105,2017-05-14,2017127,6 2  3
1106,2017-05-13,2017126,4 9  9
1107,2017-05-12,2017125,8 7  8
1108,2017-05-11,2017124,0 1  5
1109,2017-05-10,2017123,0 0  8
1110,2017-05-09,2017122,0 4  5
1111,2017-05-08,2017121,4 3  9
1112,2017-05-07,2017120,2 8  4
1113,2017-05-06,2017119,5 0  9
1114,2017-05-05,2017118,6 0  5
1115,2017-05-04,2017117,7 3  1
1116,2017-05-03,2017116,8 1  4
1117,2017-05-02,2017115,1 6  0
1118,2017-05-01,2017114,1 6  7
1119,2017-04-30,2017113,7 4  5
1120,2017-04-29,2017112,6 9  5
1121,2017-04-28,2017111,3 3  1
1122,2017-04-27,2017110,2 6  6
1123,2017-04-26,2017109,4 8  8
1124,2017-04-25,2017108,5 5  7
1125,2017-04-24,2017107,7 2  5
1126,2017-04-23,2017106,9 3  6
1127,2017-04-22,2017105,4 2  1
1128,2017-04-21,2017104,5 2  4
1129,2017-04-20,2017103,3 5  0
1130,2017-04-19,2017102,6 9  8
1131,2017-04-18,2017101,8 0  9
1132,2017-04-17,2017100,5 9  6
1133,2017-04-16,2017099,0 4  6
1134,2017-04-15,2017098,4 0  7
1135,2017-04-14,2017097,7 4  9
1136,2017-04-13,2017096,4 7  0
1137,2017-04-12,2017095,5 9  3
1138,2017-04-11,2017094,5 7  3
1139,2017-04-10,2017093,8 4  0
1140,2017-04-09,2017092,3 0  5
1141,2017-04-08,2017091,3 4  1
1142,2017-04-07,2017090,3 9  0
1143,2017-04-06,2017089,5 1  8
1144,2017-04-05,2017088,3 6  6
1145,2017-04-04,2017087,3 7  7
1146,2017-04-03,2017086,6 9  7
1147,2017-04-02,2017085,5 6  0
1148,2017-04-01,2017084,8 2  2
1149,2017-03-31,2017083,1 0  5
1150,2017-03-30,2017082,6 2  5
1151,2017-03-29,2017081,1 2  9
1152,2017-03-28,2017080,7 3  5
1153,2017-03-27,2017079,4 8  7
1154,2017-03-26,2017078,4 4  9
1155,2017-03-25,2017077,0 2  0
1156,2017-03-24,2017076,0 7  4
1157,2017-03-23,2017075,7 8  7
1158,2017-03-22,2017074,5 7  6
1159,2017-03-21,2017073,0 7  5
1160,2017-03-20,2017072,1 7  4
1161,2017-03-19,2017071,8 8  2
1162,2017-03-18,2017070,2 3  1
1163,2017-03-17,2017069,5 1  8
1164,2017-03-16,2017068,9 1  0
1165,2017-03-15,2017067,6 4  4
1166,2017-03-14,2017066,3 2  2
1167,2017-03-13,2017065,5 7  7
1168,2017-03-12,2017064,1 5  8
1169,2017-03-11,2017063,8 6  4
1170,2017-03-10,2017062,9 7  5
1171,2017-03-09,2017061,4 5  4
1172,2017-03-08,2017060,8 6  8
1173,2017-03-07,2017059,1 4  3
1174,2017-03-06,2017058,2 6  2
1175,2017-03-05,2017057,2 4  2
1176,2017-03-04,2017056,1 0  2
1177,2017-03-03,2017055,2 7  6
1178,2017-03-02,2017054,7 5  4
1179,2017-03-01,2017053,6 5  2
1180,2017-02-28,2017052,7 3  1
1181,2017-02-27,2017051,7 0  2
1182,2017-02-26,2017050,2 7  8
1183,2017-02-25,2017049,0 3  6
1184,2017-02-24,2017048,5 5  7
1185,2017-02-23,2017047,9 4  5
1186,2017-02-22,2017046,5 7  0
1187,2017-02-21,2017045,6 7  9
1188,2017-02-20,2017044,8 6  1
1189,2017-02-19,2017043,0 5  0
1190,2017-02-18,2017042,0 0  0
1191,2017-02-17,2017041,4 8  0
1192,2017-02-16,2017040,8 9  9
1193,2017-02-15,2017039,3 9  5
1194,2017-02-14,2017038,1 3  4
1195,2017-02-13,2017037,8 9  7
1196,2017-02-12,2017036,6 5  0
1197,2017-02-11,2017035,6 2  4
1198,2017-02-10,2017034,3 4  8
1199,2017-02-09,2017033,1 1  4
1200,2017-02-08,2017032,2 3  7
1201,2017-02-07,2017031,3 7  6
1202,2017-02-06,2017030,1 0  7
1203,2017-02-05,2017029,2 7  2
1204,2017-02-04,2017028,1 9  3
1205,2017-02-03,2017027,8 7  3
1206,2017-01-26,2017026,2 5  9
1207,2017-01-25,2017025,3 5  9
1208,2017-01-24,2017024,7 0  9
1209,2017-01-23,2017023,2 5  0
1210,2017-01-22,2017022,0 2  8
1211,2017-01-21,2017021,8 5  4
1212,2017-01-20,2017020,8 9  3
1213,2017-01-19,2017019,6 0  6
1214,2017-01-18,2017018,3 1  5
1215,2017-01-17,2017017,8 1  7
1216,2017-01-16,2017016,4 6  9
1217,2017-01-15,2017015,9 5  0
1218,2017-01-14,2017014,2 2  1
1219,2017-01-13,2017013,5 8  2
1220,2017-01-12,2017012,1 2  5
1221,2017-01-11,2017011,9 0  9
1222,2017-01-10,2017010,9 7  6
1223,2017-01-09,2017009,2 0  2
1224,2017-01-08,2017008,1 6  9
1225,2017-01-07,2017007,7 8  3
1226,2017-01-06,2017006,8 8  8
1227,2017-01-05,2017005,2 4  6
1228,2017-01-04,2017004,3 1  7
1229,2017-01-03,2017003,6 5  0
1230,2017-01-02,2017002,7 7  9
1231,2017-01-01,2017001,3 6  9
1232,2016-12-31,2016359,8 8  3
1233,2016-12-30,2016358,1 1  0
1234,2016-12-29,2016357,4 1  5
1235,2016-12-28,2016356,1 2  5
1236,2016-12-27,2016355,9 4  2
1237,2016-12-26,2016354,4 2  8
1238,2016-12-25,2016353,0 8  4
1239,2016-12-24,2016352,0 1  6
1240,2016-12-23,2016351,8 1  8
1241,2016-12-22,2016350,3 8  3
1242,2016-12-21,2016349,0 4  9
1243,2016-12-20,2016348,2 8  9
1244,2016-12-19,2016347,8 0  6
1245,2016-12-18,2016346,0 2  9
1246,2016-12-17,2016345,5 5  9
1247,2016-12-16,2016344,3 6  7
1248,2016-12-15,2016343,2 2  5
1249,2016-12-14,2016342,4 4  8
1250,2016-12-13,2016341,1 5  1
1251,2016-12-12,2016340,4 9  3
1252,2016-12-11,2016339,2 6  2
1253,2016-12-10,2016338,3 0  1
1254,2016-12-09,2016337,2 9  9
1255,2016-12-08,2016336,0 9  7
1256,2016-12-07,2016335,5 5  0
1257,2016-12-06,2016334,1 8  9
1258,2016-12-05,2016333,0 5  4
1259,2016-12-04,2016332,7 7  6
1260,2016-12-03,2016331,9 8  3
1261,2016-12-02,2016330,3 1  8
1262,2016-12-01,2016329,2 4  4
1263,2016-11-30,2016328,7 0  9
1264,2016-11-29,2016327,8 3  1
1265,2016-11-28,2016326,6 9  0
1266,2016-11-27,2016325,9 6  1
1267,2016-11-26,2016324,6 6  3
1268,2016-11-25,2016323,8 7  7
1269,2016-11-24,2016322,1 5  3
1270,2016-11-23,2016321,8 3  2
1271,2016-11-22,2016320,5 2  9
1272,2016-11-21,2016319,5 5  7
1273,2016-11-20,2016318,4 7  0
1274,2016-11-19,2016317,2 4  3
1275,2016-11-18,2016316,7 7  4
1276,2016-11-17,2016315,8 8  8
1277,2016-11-16,2016314,1 5  7
1278,2016-11-15,2016313,3 7  3
1279,2016-11-14,2016312,1 1  3
1280,2016-11-13,2016311,3 9  8
1281,2016-11-12,2016310,0 4  5
1282,2016-11-11,2016309,8 3  0
1283,2016-11-10,2016308,7 4  3
1284,2016-11-09,2016307,9 9  7
1285,2016-11-08,2016306,0 7  3
1286,2016-11-07,2016305,7 4  4
1287,2016-11-06,2016304,8 5  6
1288,2016-11-05,2016303,8 0  1
1289,2016-11-04,2016302,6 5  6
1290,2016-11-03,2016301,5 7  2
1291,2016-11-02,2016300,8 0  5
1292,2016-11-01,2016299,0 4  5
1293,2016-10-31,2016298,6 5  1
1294,2016-10-30,2016297,1 6  0
1295,2016-10-29,2016296,7 8  4
1296,2016-10-28,2016295,7 8  9
1297,2016-10-27,2016294,3 3  4
1298,2016-10-26,2016293,3 2  6
1299,2016-10-25,2016292,5 0  7
1300,2016-10-24,2016291,1 3  7
1301,2016-10-23,2016290,4 3  0
1302,2016-10-22,2016289,3 5  9
1303,2016-10-21,2016288,0 1  0
1304,2016-10-20,2016287,6 2  1
1305,2016-10-19,2016286,9 0  7
1306,2016-10-18,2016285,8 4  8
1307,2016-10-17,2016284,1 4  3
1308,2016-10-16,2016283,7 4  0
1309,2016-10-15,2016282,6 2  6
1310,2016-10-14,2016281,9 9  8
1311,2016-10-13,2016280,3 7  8
1312,2016-10-12,2016279,6 2  4
1313,2016-10-11,2016278,4 3  5
1314,2016-10-10,2016277,0 8  5
1315,2016-10-09,2016276,2 7  7
1316,2016-10-08,2016275,8 7  4
1317,2016-10-07,2016274,8 8  3
1318,2016-10-06,2016273,5 6  5
1319,2016-10-05,2016272,3 7  3
1320,2016-10-04,2016271,4 4  3
1321,2016-10-03,2016270,4 1  1
1322,2016-10-02,2016269,8 6  0
1323,2016-10-01,2016268,1 0  5
1324,2016-09-30,2016267,9 8  9
1325,2016-09-29,2016266,9 1  4
1326,2016-09-28,2016265,5 2  5
1327,2016-09-27,2016264,8 9  8
1328,2016-09-26,2016263,4 8  9
1329,2016-09-25,2016262,6 5  9
1330,2016-09-24,2016261,0 4  9
1331,2016-09-23,2016260,0 6  1
1332,2016-09-22,2016259,3 2  8
1333,2016-09-21,2016258,2 6  6
1334,2016-09-20,2016257,9 7  6
1335,2016-09-19,2016256,6 2  8
1336,2016-09-18,2016255,4 5  1
1337,2016-09-17,2016254,5 6  4
1338,2016-09-16,2016253,2 6  5
1339,2016-09-15,2016252,0 5  2
1340,2016-09-14,2016251,8 6  0
1341,2016-09-13,2016250,4 1  6
1342,2016-09-12,2016249,1 0  9
1343,2016-09-11,2016248,1 3  9
1344,2016-09-10,2016247,4 4  1
1345,2016-09-09,2016246,3 1  9
1346,2016-09-08,2016245,7 6  0
1347,2016-09-07,2016244,6 9  9
1348,2016-09-06,2016243,4 4  6
1349,2016-09-05,2016242,3 9  5
1350,2016-09-04,2016241,4 9  9
1351,2016-09-03,2016240,0 8  7
1352,2016-09-02,2016239,5 6  0
1353,2016-09-01,2016238,0 3  7
1354,2016-08-31,2016237,5 3  1
1355,2016-08-30,2016236,8 9  1
1356,2016-08-29,2016235,5 5  4
1357,2016-08-28,2016234,2 0  4
1358,2016-08-27,2016233,6 9  4
1359,2016-08-26,2016232,1 3  2
1360,2016-08-25,2016231,4 5  8
1361,2016-08-24,2016230,4 9  7
1362,2016-08-23,2016229,3 7  8
1363,2016-08-22,2016228,1 8  8
1364,2016-08-21,2016227,6 9  8
1365,2016-08-20,2016226,2 8  9
1366,2016-08-19,2016225,2 1  2
1367,2016-08-18,2016224,2 7  8
1368,2016-08-17,2016223,2 9  7
1369,2016-08-16,2016222,4 0  4
1370,2016-08-15,2016221,8 0  8
1371,2016-08-14,2016220,3 6  7
1372,2016-08-13,2016219,4 1  0
1373,2016-08-12,2016218,2 3  3
1374,2016-08-11,2016217,0 3  8
1375,2016-08-10,2016216,3 3  4
1376,2016-08-09,2016215,1 4  4
1377,2016-08-08,2016214,9 4  2
1378,2016-08-07,2016213,1 7  3
1379,2016-08-06,2016212,0 3  8
1380,2016-08-05,2016211,6 3  4
1381,2016-08-04,2016210,2 7  9
1382,2016-08-03,2016209,0 2  3
1383,2016-08-02,2016208,9 5  0
1384,2016-08-01,2016207,5 9  6
1385,2016-07-31,2016206,1 7  3
1386,2016-07-30,2016205,4 9  9
1387,2016-07-29,2016204,3 2  9
1388,2016-07-28,2016203,9 7  5
1389,2016-07-27,2016202,7 8  4
1390,2016-07-26,2016201,3 2  0
1391,2016-07-25,2016200,9 3  2
1392,2016-07-24,2016199,3 4  7
1393,2016-07-23,2016198,3 0  3
1394,2016-07-22,2016197,9 1  5
1395,2016-07-21,2016196,9 0  7
1396,2016-07-20,2016195,6 1  0
1397,2016-07-19,2016194,4 0  7
1398,2016-07-18,2016193,6 9  5
1399,2016-07-17,2016192,6 6  1
1400,2016-07-16,2016191,3 0  8
1401,2016-07-15,2016190,8 2  3
1402,2016-07-14,2016189,7 9  0
1403,2016-07-13,2016188,0 9  9
1404,2016-07-12,2016187,1 3  9
1405,2016-07-11,2016186,6 1  8
1406,2016-07-10,2016185,3 8  0
1407,2016-07-09,2016184,7 0  3
1408,2016-07-08,2016183,6 9  5
1409,2016-07-07,2016182,4 8  9
1410,2016-07-06,2016181,8 6  9
1411,2016-07-05,2016180,6 5  9
1412,2016-07-04,2016179,3 8  7
1413,2016-07-03,2016178,2 4  4
1414,2016-07-02,2016177,1 9  5
1415,2016-07-01,2016176,7 1  2
1416,2016-06-30,2016175,6 4  1
1417,2016-06-29,2016174,0 0  7
1418,2016-06-28,2016173,6 9  5
1419,2016-06-27,2016172,3 2  3
1420,2016-06-26,2016171,5 9  8
1421,2016-06-25,2016170,9 0  9
1422,2016-06-24,2016169,7 0  6
1423,2016-06-23,2016168,1 1  9
1424,2016-06-22,2016167,2 4  9
1425,2016-06-21,2016166,3 9  6
1426,2016-06-20,2016165,0 4  1
1427,2016-06-19,2016164,2 7  3
1428,2016-06-18,2016163,0 3  3
1429,2016-06-17,2016162,6 3  4
1430,2016-06-16,2016161,0 4  1
1431,2016-06-15,2016160,0 1  7
1432,2016-06-14,2016159,6 9  1
1433,2016-06-13,2016158,9 2  0
1434,2016-06-12,2016157,1 5  1
1435,2016-06-11,2016156,2 7  8
1436,2016-06-10,2016155,7 8  4
1437,2016-06-09,2016154,8 3  9
1438,2016-06-08,2016153,1 7  4
1439,2016-06-07,2016152,4 9  8
1440,2016-06-06,2016151,3 3  6
1441,2016-06-05,2016150,9 1  2
1442,2016-06-04,2016149,7 5  3
1443,2016-06-03,2016148,8 1  3
1444,2016-06-02,2016147,9 8  9
1445,2016-06-01,2016146,7 6  1
